KEYTAB_KEY;KEYTAB_KURZTEXT;KEYTAB_LANGTEXT_1;KEYTAB_LANGTEXT_2 
52239;Erbringung von sonstigen Dienstleistungen für die Luftfahrt a. n. g.;Erbringung von sonstigen Dienstleistungen für die Luftfahrt a. n. g.;
5224;Frachtumschlag;Frachtumschlag;
52240;Frachtumschlag;Frachtumschlag;
5225;Erbringung von Logistikdienstleistungen;Erbringung von Logistikdienstleistungen;
52250;Erbringung von Logistikdienstleistungen;Erbringung von Logistikdienstleistungen;
5226;Erbringung von sonstigen Dienstleistungen für den Verkehr;Erbringung von sonstigen Dienstleistungen für den Verkehr;
52261;Speditionen;Speditionen;
52269;Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.;Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.;
522691;Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.;Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.;
522692;Fuhrparkmanagement;Fuhrparkmanagement;
523;Vermittlungstätigkeiten für den Verkehr;Vermittlungstätigkeiten für den Verkehr;
5231;Vermittlungstätigkeiten für die Güterbeförderung;Vermittlungstätigkeiten für die Güterbeförderung;
52310;Vermittlungstätigkeiten für die Güterbeförderung;Vermittlungstätigkeiten für die Güterbeförderung;
5232;Vermittlungstätigkeiten für die Personenbeförderung;Vermittlungstätigkeiten für die Personenbeförderung;
52320;Vermittlungstätigkeiten für die Personenbeförderung;Vermittlungstätigkeiten für die Personenbeförderung;
53;Post-, Kurier- und Expressdienste;Post-, Kurier- und Expressdienste;
531;Postdienste von Universaldienstleistungsanbietern;Postdienste von Universaldienstleistungsanbietern;
5310;Postdienste von Universaldienstleistungsanbietern;Postdienste von Universaldienstleistungsanbietern;
53100;Postdienste von Universaldienstleistungsanbietern;Postdienste von Universaldienstleistungsanbietern;
531001;Postfiliale ;Postfiliale ;
531002;Paketshop (Annahmestelle);Paketshop (Annahmestelle);
532;Sonstige Post-, Kurier- und Expressdienste;Sonstige Post-, Kurier- und Expressdienste;
5320;Sonstige Post-, Kurier- und Expressdienste;Sonstige Post-, Kurier- und Expressdienste;
53201;Briefdienste;Briefdienste;
53202;Paket- und Expressdienste;Paket- und Expressdienste;
53203;Kurierdienste;Kurierdienste;
532031;Flugzeugkurier;Flugzeugkurier;
532032;Fahrradkurier;Fahrradkurier;
53204;Lieferdienste;Lieferdienste;
53209;Sonstige Post-, Kurier- und Expressdienste a. n. g.;Sonstige Post-, Kurier- und Expressdienste a. n. g.;
532091;Zustellung von Werbematerial, Zeitungen;Zustellung von Werbematerial, Zeitungen;
533;Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen;Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen;
5330;Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen;Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen;
53300;Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen;Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen;
55;Beherbergung;Beherbergung;
551;Hotels, Gasthöfe und Pensionen;Hotels, Gasthöfe und Pensionen;
5510;Hotels, Gasthöfe und Pensionen;Hotels, Gasthöfe und Pensionen;
55101;Hotels (ohne Hotels garnis);Hotels (ohne Hotels garnis);
55102;Hotels garnis;Hotels garnis;
55103;Gasthöfe;Gasthöfe;
55104;Pensionen;Pensionen;
552;Ferienunterkünfte und ähnliche Beherbergungsstätten;Ferienunterkünfte und ähnliche Beherbergungsstätten;
5520;Ferienunterkünfte und ähnliche Beherbergungsstätten;Ferienunterkünfte und ähnliche Beherbergungsstätten;
55201;Erholungs- und Ferienheime;Erholungs- und Ferienheime;
55202;Ferienzimmer, Ferienwohnungen, Ferienhäuser und Feriendörfer;Ferienzimmer, Ferienwohnungen, Ferienhäuser und Feriendörfer;
55203;Jugendherbergen, Hostels und Hütten;Jugendherbergen, Hostels und Hütten;
553;Campingplätze;Campingplätze;
5530;Campingplätze;Campingplätze;
55301;Camping- und Biwakplätze;Camping- und Biwakplätze;
55302;Stellplätze für Wohnmobile;Stellplätze für Wohnmobile;
554;Vermittlungstätigkeiten für Beherbergungsdienstleistungen;Vermittlungstätigkeiten für Beherbergungsdienstleistungen;
5540;Vermittlungstätigkeiten für Beherbergungsdienstleistungen;Vermittlungstätigkeiten für Beherbergungsdienstleistungen;
55400;Vermittlungstätigkeiten für Beherbergungsdienstleistungen;Vermittlungstätigkeiten für Beherbergungsdienstleistungen;
559;Sonstige Beherbergungsstätten;Sonstige Beherbergungsstätten;
5590;Sonstige Beherbergungsstätten;Sonstige Beherbergungsstätten;
55900;Sonstige Beherbergungsstätten;Sonstige Beherbergungsstätten;
559001;Boardinghouses;Boardinghouses;
56;Gastronomie;Gastronomie;
561;Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.;Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.;
5611;Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.;Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.;
56111;Restaurants mit Bedienung;Restaurants mit Bedienung;
56112;Restaurants mit Selbstbedienung;Restaurants mit Selbstbedienung;
56113;Imbissstuben u. Ä.;Imbissstuben u. Ä.;
56114;Cafés;Cafés;
561141;Stehcafes;Stehcafes;
56115;Eissalons;Eissalons;
5612;Mobile Gastronomie;Mobile Gastronomie;
56121;Mobile Gastronomie auf Jahrmärkten u. Ä.;Mobile Gastronomie auf Jahrmärkten u. Ä.;
56122;Sonstige mobile Gastronomie;Sonstige mobile Gastronomie;
562;Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;
5621;Event-Caterer;Event-Caterer;
56210;Event-Caterer;Event-Caterer;
562101;Partyservice;Partyservice;
562102;Mietkoch;Mietkoch;
5622;Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;
56220;Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;
562201;gastronomischer Außer-Haus-Verkauf;gastronomischer Außer-Haus-Verkauf;
562202;Kantinen;Kantinen;
563;Ausschank von Getränken;Ausschank von Getränken;
5630;Ausschank von Getränken;Ausschank von Getränken;
56301;Schankwirtschaften;Schankwirtschaften;
563011;Gaststätten als Zeltbetriebe;Gaststätten als Zeltbetriebe;
56302;Diskotheken und Tanzlokale mit Getränkeausschank;Diskotheken und Tanzlokale mit Getränkeausschank;
56303;Bars und Vergnügungslokale;Bars und Vergnügungslokale;
563031;Bars;Bars;
563032;Vergnügungslokale;Vergnügungslokale;
563033;Raucherlokale, Shisha Bars;Raucherlokale, Shisha Bars;
56304;Ausschank von Getränken auf Jahrmärkten u. Ä.;Ausschank von Getränken auf Jahrmärkten u. Ä.;
56309;Ausschank von Getränken a. n. g.;Ausschank von Getränken a. n. g.;
564;Vermittlungstätigkeiten für gastronomische Dienstleistungen;Vermittlungstätigkeiten für gastronomische Dienstleistungen;
5640;Vermittlungstätigkeiten für gastronomische Dienstleistungen;Vermittlungstätigkeiten für gastronomische Dienstleistungen;
56400;Vermittlungstätigkeiten für gastronomische Dienstleistungen;Vermittlungstätigkeiten für gastronomische Dienstleistungen;
58;Verlagswesen;Verlagswesen;
581;Verlegen von Büchern und Zeitungen sowie sonstiges Verlagswesen, ohne Software;Verlegen von Büchern und Zeitungen sowie sonstiges Verlagswesen, ohne Software;
5811;Verlegen von Büchern;Verlegen von Büchern;
58110;Verlegen von Büchern;Verlegen von Büchern;
5812;Verlegen von Zeitungen;Verlegen von Zeitungen;
58120;Verlegen von Zeitungen;Verlegen von Zeitungen;
5813;Verlegen von Zeitschriften;Verlegen von Zeitschriften;
58130;Verlegen von Zeitschriften;Verlegen von Zeitschriften;
5819;Sonstiges Verlagswesen, ohne Software;Sonstiges Verlagswesen, ohne Software;
58190;Sonstiges Verlagswesen, ohne Software;Sonstiges Verlagswesen, ohne Software;
582;Verlegen von Software;Verlegen von Software;
5821;Verlegen von Computerspielen;Verlegen von Computerspielen;
58210;Verlegen von Computerspielen;Verlegen von Computerspielen;
5829;Verlegen von sonstiger Software;Verlegen von sonstiger Software;
58290;Verlegen von sonstiger Software;Verlegen von sonstiger Software;
59;Herstellung, Verleih, Vertrieb von Filmen, Fernsehprogrammen, Kinos, Tonstudios, Verlegen von Musik;Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen, Kinos, Tonstudios und Verlegen von Musik;
591;Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb, Kinos;Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb, Kinos;
5911;Herstellung von Filmen, Videofilmen und Fernsehprogrammen;Herstellung von Filmen, Videofilmen und Fernsehprogrammen;
59111;Herstellung von Vlogs;Herstellung von Vlogs;
591111;Influencer;Influencer;
59112;Herstellung von sonstigen Videofilmen, von Filmen und Fernsehprogrammen;Herstellung von sonstigen Videofilmen, von Filmen und Fernsehprogrammen;
591121;Dienstleistungen für Filmherstellung;Dienstleistungen für Filmherstellung;
591122;Herstellung von Filmwerbung;Herstellung von Filmwerbung;
5912;Nachbearbeitung und sonstige Filmtechnik;Nachbearbeitung und sonstige Filmtechnik;
59120;Nachbearbeitung und sonstige Filmtechnik;Nachbearbeitung und sonstige Filmtechnik;
5913;Filmverleih und -vertrieb, nicht an private Haushalte;Filmverleih und -vertrieb, nicht an private Haushalte;
59130;Filmverleih und -vertrieb, nicht an private Haushalte;Filmverleih und -vertrieb, nicht an private Haushalte;
5914;Kinos;Kinos;
59140;Kinos;Kinos;
592;Tonstudios, Herstellung von Hörfunkbeiträgen, Verlegen von bespielten Tonträgern und Musikalien;Tonstudios, Herstellung von Hörfunkbeiträgen, Verlegen von bespielten Tonträgern und Musikalien;
5920;Tonstudios, Herstellung von Hörfunkbeiträgen, Verlegen von bespielten Tonträgern und Musikalien;Tonstudios, Herstellung von Hörfunkbeiträgen, Verlegen von bespielten Tonträgern und Musikalien;
59201;Musikverlage;Musikverlage;
59202;Herstellung von Tonaufnahmen (Tonstudios);Herstellung von Tonaufnahmen (Tonstudios);
59203;Veröffentlichung von Musikaufnahmen (Labels);Veröffentlichung von Musikaufnahmen (Labels);
60;Rundfunkveranstalter, Nachrichtenagenturen und sonstige Verbreitung von Medieninhalten;Rundfunkveranstalter, Nachrichtenagenturen und sonstige Verbreitung von Medieninhalten;
601;Hörfunkveranstalter und Verbreitung von Audioinhalten;Hörfunkveranstalter und Verbreitung von Audioinhalten;
6010;Hörfunkveranstalter und Verbreitung von Audioinhalten;Hörfunkveranstalter und Verbreitung von Audioinhalten;
60100;Hörfunkveranstalter und Verbreitung von Audioinhalten;Hörfunkveranstalter und Verbreitung von Audioinhalten;
602;Fernsehveranstalter und Verbreitung von Videoinhalten;Fernsehveranstalter und Verbreitung von Videoinhalten;
6020;Fernsehveranstalter und Verbreitung von Videoinhalten;Fernsehveranstalter und Verbreitung von Videoinhalten;
60200;Fernsehveranstalter und Verbreitung von Videoinhalten;Fernsehveranstalter und Verbreitung von Videoinhalten;
603;Nachrichtenagenturen und sonstige Verbreitung von Medieninhalten;Nachrichtenagenturen und sonstige Verbreitung von Medieninhalten;
6031;Nachrichtenagenturen;Nachrichtenagenturen;
60310;Nachrichtenagenturen;Nachrichtenagenturen;
603101;Medienagentur, Medienberatung;Medienagentur, Medienberatung;
603103;Pressedienste, Presseagenturen;Pressedienste, Presseagenturen;
6039;Sonstige Verbreitung von Medieninhalten;Sonstige Verbreitung von Medieninhalten;
60391;Online-Bereitstellung von Software;Online-Bereitstellung von Software;
60392;Betrieb von Content-Sharing-Websites;Betrieb von Content-Sharing-Websites;
60393;Verbreitung von Medieninhalten über Blogs;Verbreitung von Medieninhalten über Blogs;
60399;Sonstige Verbreitung von Medieninhalten a. n. g.;Sonstige Verbreitung von Medieninhalten a. n. g.;
603991;Content-Management, Social Media-Berater;Content-Management, Social Media-Berater;
61;Telekommunikation;Telekommunikation;
611;Leitungsgebundene, drahtlose und satellitengestützte Telekommunikation;Leitungsgebundene, drahtlose und satellitengestützte Telekommunikation;
6110;Leitungsgebundene, drahtlose und satellitengestützte Telekommunikation;Leitungsgebundene, drahtlose und satellitengestützte Telekommunikation;
61101;Leitungsgebundene Telekommunikation;Leitungsgebundene Telekommunikation;
61102;Drahtlose Telekommunikation und Satellitentelekommunikation;Drahtlose Telekommunikation und Satellitentelekommunikation;
612;Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation;Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation;
6120;Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation;Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation;
61200;Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation;Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation;
619;Sonstige Telekommunikation;Sonstige Telekommunikation;
6190;Sonstige Telekommunikation;Sonstige Telekommunikation;
61901;Internetserviceprovider;Internetserviceprovider;
61902;Online-Kommunikationsdienste;Online-Kommunikationsdienste;
61909;Sonstige Telekommunikation a. n. g.;Sonstige Telekommunikation a. n. g.;
62;Erbringung von Dienstleistungen der Informationstechnologie;Erbringung von Dienstleistungen der Informationstechnologie;
621;Programmierungstätigkeiten;Programmierungstätigkeiten;
6210;Programmierungstätigkeiten;Programmierungstätigkeiten;
62101;Entwicklung und Programmierung von Internetpräsentationen;Entwicklung und Programmierung von Internetpräsentationen;
621011;Suchmaschinenoptimierung (SEO);Suchmaschinenoptimierung (SEO);
62102;Entwicklung und Programmierung von Computerspielen;Entwicklung und Programmierung von Computerspielen;
62103;Entwicklung und Programmierung von Anwendungssoftware;Entwicklung und Programmierung von Anwendungssoftware;
621031;Softwarehaus;Softwarehaus;
62104;Entwicklung und Programmierung von künstlicher Intelligenz und maschinellem Lernen;Entwicklung und Programmierung von künstlicher Intelligenz und maschinellem Lernen;
62109;Programmierungstätigkeiten a. n. g.;Programmierungstätigkeiten a. n. g.;
621091;Entwicklung von Multimediaanwendungen;Entwicklung von Multimediaanwendungen;
622;Erbringung von Dienstleistungen der IT-Beratung, Betrieb von Datenverarbeitungseinrichtungen;Erbringung von Dienstleistungen der IT-Beratung sowie des Betriebs von Datenverarbeitungseinrichtungen;
6220;Erbringung von Dienstleistungen der IT-Beratung, Betrieb von Datenverarbeitungseinrichtungen;Erbringung von Dienstleistungen der IT-Beratung sowie des Betriebs von Datenverarbeitungseinrichtungen;
62201;Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie;Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie;
622011;Beratung für IT-Sicherheit;Beratung für IT-Sicherheit;
62202;Betrieb von Datenverarbeitungseinrichtungen für Dritte;Betrieb von Datenverarbeitungseinrichtungen für Dritte;
629;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;
6290;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;
62900;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;
629001;Domainvergabe (Vergabe von Internetadressen);Domainvergabe (Vergabe von Internetadressen);
63;Datenverarbeitung, Hosting und Erbringung sonstiger Informationsdienstleistungen;Datenverarbeitung, Hosting und Erbringung sonstiger Informationsdienstleistungen;
631;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten;
6310;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten;
63101;Bereitstellung von Datenverarbeitungsdiensten;Bereitstellung von Datenverarbeitungsdiensten;
63102;Bereitstellung von IT-Infrastruktur, einschließlich Cloud-Infrastruktur;Bereitstellung von IT-Infrastruktur, einschließlich Cloud-Infrastruktur;
631021;Cloud Dienste;Cloud Dienste;
63109;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten a. n. g.;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten a. n. g.;
631091;Webhosting, Web-Server-Dienste;Webhosting, Web-Server-Dienste;
631092;Datenbanken;Datenbanken;
631093;Datenanalysen, Statistiken;Datenanalysen, Statistiken;
631094;Datenerfassungsdienste;Datenerfassungsdienste;
631095;Herstellung von Kryptowährung;Herstellung von Kryptowährung;
639;Web-Suchportale und Erbringung von sonstigen Informationsdienstleistungen;Web-Suchportale und Erbringung von sonstigen Informationsdienstleistungen;
6391;Web-Suchportale;Web-Suchportale;
63910;Web-Suchportale;Web-Suchportale;
6392;Erbringung von sonstigen Informationsdienstleistungen;Erbringung von sonstigen Informationsdienstleistungen;
63920;Erbringung von sonstigen Informationsdienstleistungen;Erbringung von sonstigen Informationsdienstleistungen;
64;Erbringung von Finanzdienstleistungen;Erbringung von Finanzdienstleistungen;
641;Zentralbanken und Kreditinstitute;Zentralbanken und Kreditinstitute;
6411;Zentralbanken;Zentralbanken;
64110;Zentralbanken;Zentralbanken;
6419;Kreditinstitute, ohne Spezialkreditinstitute;Kreditinstitute, ohne Spezialkreditinstitute;
64191;Kreditbanken einschließlich Zweigstellen ausländischer Banken;Kreditbanken einschließlich Zweigstellen ausländischer Banken;
64192;Kreditinstitute des Sparkassensektors;Kreditinstitute des Sparkassensektors;
64193;Kreditinstitute des Genossenschaftssektors;Kreditinstitute des Genossenschaftssektors;
64194;Realkreditinstitute;Realkreditinstitute;
64195;Kreditinstitute mit Sonderaufgaben;Kreditinstitute mit Sonderaufgaben;
64196;Bausparkassen;Bausparkassen;
