"Bodenbelag aus Holz (nicht Einzelteile), Herstellung";"16.22.0"
"Bodenbeläge, Einzelhandel";"47.53.0"
"Bodenbeläge, textile, Herstellung";"13.93.0"
"Bodenbeläge (nicht aus keramischen Stoffen), Großhandel";"46.83.7"
"Bodenbeläge (nicht aus keramischen Stoffen), Handelsvermittlung";"46.16.3"
"Bodenbeläge aus Gummi, Herstellung";"22.12.9"
"Bodenbeläge aus Gummi oder synthetischem Material, Verlegen";"43.33.0"
"Bodenbeläge aus Kunststoff, Herstellung";"22.24.0"
"Bodenbörsen (Vermittlung von Bodenaushub)";"46.13.2"
"Bodendienste auf Flughäfen";"52.23.1"
"Bodendurchpressungen (Test- und Suchbohrung)";"43.13.0"
"Bodenfachmärkte auf der Einzelhandelsstufe";"47.53.0"
"Bodenfliesen und -platten aus keramischen Stoffen (nicht Boden- und Wandplatten aus gebranntem Ton), Herstellung";"23.31.0"
"Bodenfliesen und -platten aus keramischen Stoffen oder Schiefer, Einzelhandel";"47.52.0"
"Bodenfliesen und -platten aus keramischen Stoffen oder Schiefer, Großhandel";"46.83.3"
"Bodenfliesen und -platten aus keramischen Stoffen oder Schiefer, Handelsvermittlung";"46.13.2"
"Bodengeräte zur Flugausbildung, Großhandel";"46.64.2"
"Bodengeräte zur Flugausbildung, Handelsvermittlung";"46.14.1"
"Bodengeräte zur Flugausbildung, Herstellung";"30.31.0"
"Bodenlegerei (Estrichlegerei)";"43.33.0"
"Bodenlegerei (Fliesen-, Platten- und Mosaiklegerei)";"43.33.0"
"Bodenlegerei (Parkettlegerei)";"43.33.0"
"Bodenlegerei";"43.33.0"
"Bodenplatten aus gebranntem Ton, Herstellung";"23.32.0"
"Bodenplatten aus Schiefer, Herstellung";"23.70.0"
"Bodensanierung (Beseitigung von Umweltverschmutzungen)";"39.00.3"
"Bodentreppen aus Holz, Einzelhandel";"47.52.0"
"Bodentreppen aus Holz, Großhandel";"46.83.2"
"Bodentreppen aus Holz, Handelsvermittlung";"46.13.1"
"Bodentreppen aus Holz, Herstellung";"16.23.0"
"Bodenuntersuchungen";"71.20.0"
"Bodenverdichter (Baumaschinen, nicht handgeführte), Herstellung";"28.92.2"
"Bodenverdichter (Baumaschinen), Großhandel";"46.63.0"
"Bodenverdichter (Baumaschinen), Handelsvermittlung";"46.14.9"
"Bodenverfestigung";"43.12.0"
"Bodybuilding-Einrichtungen, Betrieb";"93.13.0"
"Bodybuildingvereine";"93.12.0"
"Bodyguardausbildung";"85.59.2"
"Bodypainting";"96.99.9"
"Bogen (Sportgeräte), Einzelhandel";"47.63.2"
"Bogen (Sportgeräte), Großhandel";"46.49.4"
"Bogen (Sportgeräte), Handelsvermittlung";"46.18.9"
"Bogen (Sportgeräte), Herstellung";"32.30.0"
"Bogen für Streichinstrumente, Einzelhandel";"47.69.2"
"Bogen für Streichinstrumente, Großhandel";"46.49.1"
"Bogen für Streichinstrumente, Handelsvermittlung";"46.18.5"
"Bogen für Streichinstrumente, Herstellung";"32.20.0"
"Bogenlampen, Einzelhandel";"47.55.9"
"Bogenlampen, Großhandel";"46.64.6"
"Bogenlampen, Handelsvermittlung";"46.14.3"
"Bogenlampen, Herstellung";"27.40.0"
"Bogenmacher (für Saiteninstrumente)";"32.20.0"
"Bogenoffsetmaschinen, Großhandel";"46.64.5"
"Bogenoffsetmaschinen, Handelsvermittlung";"46.14.9"
"Bogenoffsetmaschinen, Herstellung";"28.99.1"
"Bogenoffsetmaschinen (Bürooffsetmaschinen), Großhandel";"46.50.3"
"Bogenoffsetmaschinen (Bürooffsetmaschinen), Handelsvermittlung";"46.14.2"
"Bogenoffsetmaschinen (Bürooffsetmaschinen), Herstellung";"28.23.0"
"Bohnen, Anbau";"01.11.0"
"Bohnen, Einzelhandel";"47.21.0"
"Bohnen, frisch, Großhandel";"46.31.0"
"Bohnen, frisch, Handelsvermittlung";"46.17.2"
"Bohnenkaffee, geröstet, Herstellung";"10.83.0"
"Bohnenkaffee, roh und geröstet, Einzelhandel";"47.27.0"
"Bohnenkaffee, roh und geröstet, Großhandel";"46.37.0"
"Bohnenkaffee, roh und geröstet, Handelsvermittlung";"46.17.2"
"Bohnergeräte für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Bohnergeräte für den Haushalt, elektrische, Großhandel";"46.43.2"
"Bohnergeräte für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Bohnergeräte für den Haushalt, elektrische, Herstellung";"27.51.0"
"Bohnerwachs, Einzelhandel";"47.78.9"
"Bohnerwachs, Großhandel";"46.44.2"
"Bohnerwachs, Handelsvermittlung";"46.18.7"
"Bohnerwachs, Herstellung";"20.41.0"
"Bohranlagen (Montage, Reparatur und Abbau, Dienstleistungen im Rahmen der Erdöl- und Erdgasgewinnung)";"09.10.0"
"Bohrarbeiten (Test-, Such- und Kernbohrung)";"43.13.0"
"Bohrarbeiten für Geothermieanlagen";"42.21.0"
"Bohrarbeiten zur Vorbereitung von Sprengungen in Steinbrüchen im Lohnauftrag";"09.90.0"
"Bohren (Druckweiterverarbeitung)";"18.14.0"
"Bohren von Beton";"43.99.9"
"Bohren von Glas (Veredlung von Flachglas)";"23.12.0"
"Bohren von Metall";"25.53.0"
"Bohren von metallischen Werkstücken";"25.53.0"
"Bohrfutter (Maschinenspannzeuge), Herstellung";"28.42.3"
"Bohrgeräte mit Verbrennungsmotor, handgeführte, Handelsvermittlung";"46.14.9"
"Bohrgeräte mit Verbrennungsmotor, handgeführte, Herstellung";"28.24.0"
"Bohrgeräte mit Verbrennungsmotor, handgeführte (für die Holzbearbeitung), Großhandel";"46.62.0"
"Bohrgeräte mit Verbrennungsmotor, handgeführte (nicht für die Holzbearbeitung), Großhandel";"46.62.0"
"Bohrhämmer (handgeführte elektropneumatische), Großhandel";"46.62.0"
"Bohrhämmer (handgeführte elektropneumatische), Handelsvermittlung";"46.14.9"
"Bohrhämmer (handgeführte elektropneumatische), Herstellung";"28.24.0"
"Bohrhämmer (mit Druckluft oder eingebautem nichtelektrischem Motor betriebene, handgeführte), Großhandel";"46.62.0"
"Bohrhämmer (mit Druckluft oder eingebautem nichtelektrischem Motor betriebene, handgeführte), Handelsvermittlung";"46.14.9"
"Bohrhämmer (mit Druckluft oder eingebautem nichtelektrischem Motor betriebene, handgeführte), Herstellung";"28.24.0"
"Bohrinseln, Handelsvermittlung";"46.14.1"
"Bohrinseln, Herstellung";"30.11.0"
"Bohrlochsolung (Salzgewinnung)";"08.93.0"
"Bohrmaschinen (Bergwerksmaschinen, Tiefbohrgeräte, Tunnelbohrmaschinen u.Ä.), Großhandel";"46.64.5"
"Bohrmaschinen (Bergwerksmaschinen, Tiefbohrgeräte, Tunnelbohrmaschinen u.Ä.), Handelsvermittlung";"46.14.9"
"Bohrmaschinen (Bergwerksmaschinen, Tiefbohrgeräte, Tunnelbohrmaschinen u.Ä.), Herstellung";"28.92.1"
"Bohrmaschinen (handgeführte Elektrowerkzeuge; nicht für die Holzbearbeitung), Großhandel";"46.62.0"
"Bohrmaschinen (handgeführte Elektrowerkzeuge), Handelsvermittlung";"46.14.9"
"Bohrmaschinen (handgeführte Elektrowerkzeuge), Herstellung";"28.24.0"
"Bohrmaschinen (handgeführte Elektrowerkzeuge), Herstellung";"28.24.0"
"Bohrmaschinen (handgeführte Elektrowerkzeuge für die Holzbearbeitung), Großhandel";"46.62.0"
"Bohrmaschinen (Heimwerkerbedarf), Einzelhandel";"47.52.0"
"Bohrmaschinen für die Metallbearbeitung (nicht Handwerkzeuge), Herstellung";"28.41.0"
"Bohrmaschinen für die Metallbearbeitung (nicht Handwerkzeuge ohne Kraftbetrieb), Großhandel";"46.62.0"
"Bohrmaschinen für die Metallbearbeitung (nicht Handwerkzeuge ohne Kraftbetrieb), Handelsvermittlung";"46.14.9"
"Bohrmaschinen für zahnärztliche Zwecke, elektrische, Großhandel";"46.46.2"
"Bohrmaschinen für zahnärztliche Zwecke, elektrische, Handelsvermittlung";"46.18.6"
"Bohrmaschinen für zahnärztliche Zwecke, elektrische, Herstellung";"26.60.0"
"Bohrmaschinen zur Bearbeitung von Holz, Kork, Bein, Hartkautschuk u.ä. harten Stoffen (nicht Handwerkzeuge), Herstellung";"28.42.2"
"Bohrmaschinen zur Bearbeitung von Holz, Kork, Bein, Hartkautschuk u.ä. harten Stoffen (nicht Handwerkzeuge ohne Kraftbetrieb), Großhandel";"46.62.0"
"Bohrmaschinen zur Bearbeitung von Holz, Kork, Bein, Hartkautschuk u.ä. harten Stoffen (nicht Handwerkzeuge ohne Kraftbetrieb), Handelsvermittlung";"46.14.9"
"Bohrmaschinen zur Bearbeitung von Holz (nicht Handwerkzeuge ohne Kraftbetrieb), Großhandel";"46.62.0"
"Bohrmaschinen zur Bearbeitung von Steinen, Beton und sonstigen mineralischen Stoffen (nicht Handwerkzeuge ohne Kraftbetrieb), Herstellung";"28.42.1"
"Bohrplattformen, Handelsvermittlung";"46.14.1"
"Bohrplattformen, Herstellung";"30.11.0"
"Bohrschleifmaschinen für die Metallbearbeitung, Herstellung";"28.41.0"
"Bohrung, bergbauliche (Aufschließung von Lagerstätten; nicht Erdöl- und Erdgasbohrung)";"43.12.0"
"Bohrung für bauliche, geophysikalische, geologische u.ä. Zwecke";"43.13.0"
"Bohrungsarbeiten für die Erdöl- und Erdgasgewinnung im Lohnauftrag";"09.10.0"
"Bohrung zur Wassergewinnung (Brunnenbohrung u.Ä.)";"42.21.0"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in mechanischen oder nichtmechanischen Handwerkzeugen, Großhandel";"46.84.1"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in mechanischen oder nichtmechanischen Handwerkzeugen, Handelsvermittlung";"46.15.5"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in mechanischen oder nichtmechanischen Handwerkzeugen, Herstellung";"25.63.1"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in Werkzeugmaschinen, Einzelhandel";"47.52.0"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in Werkzeugmaschinen, Großhandel";"46.84.1"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in Werkzeugmaschinen, Handelsvermittlung";"46.15.5"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in Werkzeugmaschinen für die Holzbearbeitung, Herstellung";"25.63.2"
"Bohrwerkzeuge, auswechselbare, zur Verwendung in Werkzeugmaschinen für die Metallbearbeitung, Herstellung";"25.63.3"
"Bohrwerkzeuge, auswechselbare (Heimwerkerbedarf), Einzelhandel";"47.52.0"
"Bohrwerkzeuge, auswechselbare (Heimwerkerbedarf), Einzelhandel";"47.52.0"
"Bojen, Heul- und Leuchtbojen (elektrische Verkehrssignal- und -sicherungsgeräte), Handelsvermittlung";"46.14.3"
"Bojen (nicht Heul- und Leuchtbojen und andere elektrische Verkehrssignalanlagen), Großhandel";"46.64.2"
"Bojen (nicht Heul- und Leuchtbojen und andere elektrische Verkehrssignalanlagen), Handelsvermittlung";"46.14.1"
"Bolzen aus Stahl oder Kupfer, Einzelhandel";"47.52.0"
"Bolzen aus Stahl oder Kupfer, Großhandel";"46.84.1"
"Bolzen aus Stahl oder Kupfer, Handelsvermittlung";"46.15.6"
"Bolzen aus Stahl oder Kupfer, Herstellung";"25.94.0"
"Bolzenschießgeräte, Herstellung";"25.63.1"
"Bolzenschneider, Herstellung";"25.63.1"
"Bolzensetzwerkzeuge, mit Patronen betriebene, Großhandel";"46.84.1"
"Bolzensetzwerkzeuge, mit Patronen betriebene, Handelsvermittlung";"46.15.5"
"Bolzensetzwerkzeuge, mit Patronen betriebene, Herstellung";"25.63.9"
"Bolzenviehtötungsapparate, Großhandel";"46.64.6"
"Bolzenviehtötungsapparate, Handelsvermittlung";"46.15.6"
"Bolzenviehtötungsapparate, Herstellung";"25.30.0"
"Bomben (Feuerlöschbomben), Herstellung";"20.59.9"
"Bombenentschärfung am Ort der Verschmutzung";"39.00.3"
"Bombenentschärfung auf einem Sprengplatz";"38.33.0"
"Bonbonherstellungsmaschinen, Großhandel";"46.64.5"
"Bonbonherstellungsmaschinen, Handelsvermittlung";"46.14.9"
"Bonbonherstellungsmaschinen, Herstellung";"28.93.0"
"Bonbons (Süßwaren), Einzelhandel";"47.24.0"
"Bonbons (Süßwaren), Großhandel";"46.36.0"
"Bonbons (Süßwaren), Handelsvermittlung";"46.17.2"
"Bonbons (Süßwaren), Herstellung";"10.82.0"
"Bonsaipflanzen, Einzelhandel";"47.76.1"
"Booking-Agentur für Künstler";"74.99.1"
"Boote, Herstellung";"30.12.0"
"Boote (nicht Sport- und Freizeitboote), Großhandel";"46.64.2"
"Boote (nicht Sport- und Freizeitboote), Handelsvermittlung";"46.14.1"
"Boote (Sportboote, Freizeitboote, ohne Motorsportboote und -yachten), Großhandel";"46.49.4"
"Bootsaussetzvorrichtungen, Großhandel";"46.64.5"
"Bootsaussetzvorrichtungen, Handelsvermittlung";"46.14.9"
"Bootsaussetzvorrichtungen, Herstellung";"28.22.0"
"Bootsbau";"30.12.0"
"Bootsfahrschulen, nicht für Berufsschiffsführer";"85.53.2"
"Bootsfahrten auf Seen und Flüssen";"50.30.0"
"Bootsführerscheinausbildung (Berufsschiffsführerausbildung)";"85.32.0"
"Bootsführerschulen, nicht für Berufsschiffsführer";"85.53.2"
"Bootsmotoren, Einzelhandel";"47.63.2"
"Bootsmotoren (Elektromotoren; nicht für Sport- und Freizeitboote), Handelsvermittlung";"46.14.9"
"Bootsmotoren (Elektromotoren), Herstellung";"27.11.1"
"Bootsmotoren (nicht für Sport- und Freizeitboote), Großhandel";"46.64.2"
"Bootsmotoren (Verbrennungsmotoren; nicht für Sport- und Freizeitboote), Handelsvermittlung";"46.14.1"
"Bootsmotoren (Verbrennungsmotoren), Herstellung";"28.11.1"
"Bootsplanen aus textilem Material, Handelsvermittlung";"46.14.9"
"Bootsschuhe, Großhandel";"46.49.4"
"Bootsschuhe, Handelsvermittlung";"46.16.2"
"Bootsschuhe, Herstellung";"15.20.0"
"Boots- und Yachtbau";"30.12.0"
"Bootsvermietung ohne Besatzung (nicht Vermietung von Wassersportfahrzeugen)";"77.34.0"
"Bootswerkstatt, Betrieb";"33.15.0"
"Bootswerkstatt";"33.15.0"
"Bootswerkstatt für Kriegsschiffe";"33.18.2"
"Bootszubehör, Einzelhandel";"47.63.2"
"Bootszubehör, Großhandel";"46.64.2"
"Boracit, Gewinnung";"08.91.0"
"Boracit, Großhandel";"46.85.0"
"Boracit, Handelsvermittlung";"46.12.0"
"Borat, natürlicher, Großhandel";"46.85.0"
"Borat, natürlicher, Handelsvermittlung";"46.12.0"
"Borat, natürliches, Gewinnung";"08.91.0"
"Borate, Herstellung";"20.13.0"
"Bordcomputer für Kraftfahrzeuge, Herstellung";"26.51.1"
"Bordcomputer für Krafträder, Einzelhandel";"47.83.0"
"Bordcomputer für Krafträder, Großhandel";"46.73.0"
"Bordcomputer für Krafträder, Großhandelsvermittlung";"46.18.3"
"Bordcomputer für Krafträder, Reparatur und Instandhaltung";"95.32.0"
"Bordcomputer für Kraftwagen, Einzelhandel";"47.82.0"
"Bordcomputer für Kraftwagen, Großhandel";"46.72.0"
"Bordcomputer für Kraftwagen, Großhandelsvermittlung";"46.18.2"
"Bordelle (Dienstleistungen von Prostituierten)";"96.99.2"
"Bordsprechgeräte (Funkgeräte für Luftfahrzeuge), Großhandel";"46.64.2"
"Bordsprechgeräte (Funkgeräte für Luftfahrzeuge), Handelsvermittlung";"46.14.1"
"Bordsprechgeräte (Funkgeräte für Luftfahrzeuge), Herstellung";"26.30.0"
"Bordsteine aus Beton, Herstellung";"23.61.2"
"Bordsteine aus Naturstein, Herstellung";"23.70.0"
"Bordsteine aus Naturstein oder Beton, Großhandel";"46.83.3"
"Bordsteine aus Naturstein oder Beton, Handelsvermittlung";"46.13.2"
"Bordsteinverlegung an Straßenrändern";"42.11.0"
"Boroxide, Herstellung";"20.13.0"
"Borromäusverein";"94.91.0"
"Börsen (Effekten- und Warenterminbörsen)";"66.11.0"
"Börsengeschäfte für Dritte";"66.12.0"
"Börsenmaklerinnen, Börsenmakler";"66.12.0"
"Borsten, Großhandel";"46.86.0"
"Borsten, Handelsvermittlung";"46.11.0"
"Botanische Gärten";"91.41.0"
"Botanische und zoologische Gärten";"91.41.0"
"Botschaften der Bundesrepublik Deutschland im Ausland oder am Sitz internationaler Organisationen";"84.21.0"
"Botschaften eines fremden Staates in der Bundesrepublik Deutschland";"99.00.0"
"Böttcherei";"16.24.2"
"Böttcherwaren, Einzelhandel";"47.55.9"
"Böttcherwaren, Großhandel";"46.49.9"
"Böttcherwaren, Handelsvermittlung";"46.15.2"
"Böttcherwaren, Herstellung";"16.24.2"
"Böttcherwaren (Verpackungsmittel), Handelsvermittlung";"46.18.8"
"Bottiche aus Holz (Böttcherwaren), Großhandel";"46.49.9"
"Bottiche aus Holz (Böttcherwaren), Handelsvermittlung";"46.15.2"
"Bottiche aus Holz (Böttcherwaren), Herstellung";"16.24.2"
"Bougram, Großhandel";"46.86.0"
"Bougram, Handelsvermittlung";"46.11.0"
"Bourettespinnerei";"13.10.0"
"Boutiquen (Einzelhandel mit Bekleidung)";"47.71.0"
"Bowlingbahnen, Großhandel";"46.49.1"
"Bowlingbahnen, Handelsvermittlung";"46.18.5"
"Bowlingbahnen";"93.29.9"
"Bowlingsportvereine (Amateursport)";"93.12.0"
"Bowlingsportvereine (professionelle)";"93.12.0"
"Boxer/innen, selbstständige";"93.19.0"
"Boxhandschuhe und -geräte, Einzelhandel";"47.63.2"
"Boxhandschuhe und -geräte, Großhandel";"46.49.4"
"Boxhandschuhe und -geräte, Handelsvermittlung";"46.18.9"
"Boxhandschuhe und -geräte, Herstellung";"32.30.0"
"Boxsportvereine (Amateursport)";"93.12.0"
"Boxsportvereine (professionelle)";"93.12.0"
"Boxspringbetten, Herstellung";"31.00.6"
"Boxstadien";"93.11.0"
"Boxunternehmen (Schau- und Fahrgeschäfte)";"93.29.1"
"Brailledrucken";"18.13.0"
"Brammen aus Stahl, Herstellung";"24.10.0"
"Branchenfernsprechbücher, Druck";"18.12.0"
"Branchenfernsprechbücher, Einzelhandel";"47.61.0"
"Branchenfernsprechbücher, Großhandel";"46.49.7"
"Branchenfernsprechbücher, Handelsvermittlung";"46.18.8"
"Branchenfernsprechbücher, Verlag";"58.19.0"
"Branchenspezifische Anwendungssoftware, Entwicklung";"62.10.3"
"Branchenverzeichnisse, Druck";"18.12.0"
"Branchenverzeichnisse, Großhandel";"46.49.7"
"Branchenverzeichnisse, Handelsvermittlung";"46.18.8"
"Branchenverzeichnisse, Verlag";"58.19.0"
"Brandbekämpfung auf Erdölfeldern und Erdgasfeldern im Lohnauftrag";"09.10.0"
"Brandbekämpfungsdienste";"84.25.0"
"Brandbekämpfungsdienste auf Flughäfen";"52.23.1"
"Brandmaler/innen (bildende Künstler/innen), selbstständige";"90.12.0"
"Brandschutz (Verhütung von Waldbränden) im Lohnauftrag";"02.40.0"
"Brandschutz";"84.25.0"
"Brandschutzarbeiten (Wärmedämmung)";"43.23.0"
"Brandschutzmittel, Einzelhandel";"47.52.0"
"Brandschutzmittel, Großhandel";"46.85.0"
"Brandschutzmittel, Handelsvermittlung";"46.13.2"
"Brandschutzmittel, Herstellung";"20.59.9"
"Brandschutzrevisorinnen und Brandschutzrevisor, selbstständig";"71.20.0"
"Brandsohlleder, Einzelhandel";"47.72.1"
"Brandsohlleder, Großhandel";"46.24.0"
"Brandsohlleder, Handelsvermittlung";"46.11.0"
"Brandsohlleder, Herstellung";"15.11.0"
"Brandversicherungen";"65.12.2"
"Branntwein, Großhandel";"46.34.0"
"Branntwein, Handelsvermittlung";"46.17.1"
"Branntwein (nicht Rohbranntwein), Einzelhandel";"47.25.0"
"Branntwein (Trinkbranntwein), Herstellung";"11.01.0"
"Brasserien, als Restaurants mit herkömmlicher Bedienung betrieben";"56.11.1"
"Bratenstücke für den unmittelbaren Absatz, Einzelhandel";"47.22.0"
"Bratgeräte für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Bratgeräte für den Haushalt, elektrische, Großhandel";"46.43.2"
"Bratgeräte für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Bratgeräte für den Haushalt, elektrische, Herstellung";"27.51.0"
"Bratgeräte für den Haushalt, nichtelektrische, Einzelhandel";"47.55.9"
"Bratgeräte für den Haushalt, nichtelektrische, Großhandel";"46.49.9"
"Bratgeräte für den Haushalt, nichtelektrische, Handelsvermittlung";"46.15.6"
"Bratgeschirre, nichtelektrische, Einzelhandel";"47.55.9"
"Bratgeschirre, nichtelektrische, Großhandel";"46.49.9"
"Bratgeschirre, nichtelektrische, Handelsvermittlung";"46.15.6"
"Bratpfannen, Einzelhandel";"47.55.9"
"Bratpfannen, elektrothermische für den Haushalt, Einzelhandel";"47.54.0"
"Bratpfannen, elektrothermische für den Haushalt, Großhandel";"46.43.2"
"Bratpfannen, elektrothermische für den Haushalt, Handelsvermittlung";"46.15.4"
"Bratpfannen, elektrothermische für den Haushalt, Herstellung";"27.51.0"
"Bratpfannen, Großhandel";"46.49.9"
"Bratpfannen, Handelsvermittlung";"46.15.6"
"Bratpfannen, Herstellung";"25.99.1"
"Brat- und Kochfischwaren, Einzelhandel";"47.23.0"
"Brat- und Kochfischwaren, Großhandel";"46.32.2"
"Brat- und Kochfischwaren, Handelsvermittlung";"46.17.2"
"Brat- und Kochfischwaren, Herstellung";"10.20.0"
"Bratwurststand (nicht mobil)";"56.11.3"
"Brauchwassergewinnung und -aufbereitung mit Fremdbezug zur Verteilung";"36.00.1"
"Brauchwassergewinnung und -aufbereitung ohne Fremdbezug zur Verteilung";"36.00.2"
"Brauer (Herstellung von Bier)";"11.05.0"
"Brauereiausschank, als Schankwirtschaften betrieben";"56.30.1"
"Brauereibedarf, technischer, Handelsvermittlung";"46.14.9"
"Brauereien";"11.05.0"
"Brauereigerätevermietung";"77.39.9"
"Brauereimaschinen, Großhandel";"46.64.5"
"Brauereimaschinen, Handelsvermittlung";"46.14.9"
"Brauereimaschinen, Herstellung";"28.93.0"
"Braumalz, Großhandel";"46.38.9"
"Braumalz, Handelsvermittlung";"46.17.2"
"Braumalz, Herstellung";"11.06.0"
"Braunkohle, Einzelhandel";"47.78.9"
"Braunkohle, Gewinnung";"05.20.0"
"Braunkohle, Großhandel";"46.81.0"
"Braunkohle, Handelsvermittlung";"46.12.0"
"Braunkohlenbergbau";"05.20.0"
"Braunkohlenbriketts, Einzelhandel";"47.78.9"
"Braunkohlenbriketts, Großhandel";"46.81.0"
"Braunkohlenbriketts, Handelsvermittlung";"46.12.0"
"Braunkohlenbriketts, Herstellung";"19.20.0"
"Braunkohlenkoks, Einzelhandel";"47.78.9"
"Braunkohlenkoks, Großhandel";"46.81.0"
"Braunkohlenkoks, Handelsvermittlung";"46.12.0"
"Braunkohlenkoks, Herstellung";"19.10.0"
"Braunkohlenrohteer, Großhandel";"46.83.3"
"Braunkohlenrohteer, Handelsvermittlung";"46.13.2"
"Braunkohlenrohteer, Herstellung";"19.10.0"
"Braunkohlenschwelkoks, Einzelhandel";"47.78.9"
"Braunkohlenschwelkoks, Großhandel";"46.81.0"
"Braunkohlenschwelkoks, Handelsvermittlung";"46.12.0"
"Braunkohlenschwelkoks, Herstellung";"19.10.0"
"Braunstein, Gewinnung";"07.29.0"
"Bräunungsstudios";"96.23.0"
"Brauselimonaden, Einzelhandel";"47.25.0"
"Brauselimonaden, Großhandel";"46.34.0"
"Brauselimonaden, Handelsvermittlung";"46.17.2"
"Brauselimonaden, Herstellung";"11.07.0"
"Brauselimonadenpulver, Einzelhandel";"47.27.0"
"Brauselimonadenpulver, Großhandel";"46.38.9"
"Brauselimonadenpulver, Handelsvermittlung";"46.17.2"
"Brausen, Einzelhandel";"47.25.0"
"Brausen, Großhandel";"46.34.0"
"Brausen, Handelsvermittlung";"46.17.2"
"Brausen, Herstellung";"11.07.0"
"Brautkleidervermietung (nicht durch Wäschereien)";"77.22.0"
"Brautmoden, Großhandel";"46.42.1"
"Brautmoden, Handelsvermittlung";"46.16.1"
"Brautmoden und Brautausstattung, Einzelhandel";"47.71.0"
"Brecher für Erze, Kohlen, Koks, Torf u.ä. bergbaulich gewonnene Stoffe, Großhandel";"46.64.5"
"Brecher für Erze, Kohlen, Koks, Torf u.ä. bergbaulich gewonnene Stoffe, Handelsvermittlung";"46.14.9"
"Brecher für Erze, Kohlen, Koks, Torf u.ä. bergbaulich gewonnene Stoffe, Herstellung";"28.92.1"
"Brecher für mineralische Baustoffe, Großhandel";"46.63.0"
"Brecher für mineralische Baustoffe, Handelsvermittlung";"46.14.9"
"Brecher für mineralische Baustoffe, Herstellung";"28.92.2"
"Brechsand (nicht Quarzsand), Gewinnung";"08.12.2"
"Brechsand (Quarzsand), Gewinnung";"08.12.1"
"Breitflachstahl, Großhandel";"46.82.1"
"Breitflachstahl, Handelsvermittlung";"46.12.0"
"Breitflachstahl, warmgewalzt, mit einer Breite von 600 mm oder mehr, Herstellung";"24.10.0"
"Breitflanschträger, Großhandel";"46.82.1"
"Breitflanschträger, Handelsvermittlung";"46.12.0"
"Breitflanschträger, Herstellung";"24.10.0"
"Bremsbänder und -beläge aus Leder, Handelsvermittlung";"46.14.9"
"Bremsbänder und -beläge aus Leder, Herstellung";"15.12.0"
"Bremsbeläge und -material aus Gummi, Herstellung";"22.12.9"
"Bremsbeläge und -material für Fahrräder und E-Bikes, Einzelhandel";"47.63.1"
"Bremsbeläge und -material für Fahrräder und E-Bikes, Großhandel";"46.49.2"
"Bremsbeläge und -material für Krafträder, Einzelhandel";"47.83.0"
"Bremsbeläge und -material für Krafträder, Großhandel";"46.73.0"
"Bremsbeläge und -material für Krafträder, Großhandelsvermittlung";"46.18.3"
"Bremsbeläge und -material für Krafträder, Reparatur und Instandhaltung";"95.32.0"
"Bremsbeläge und -material für Kraftwagen, Einzelhandel";"47.82.0"
"Bremsbeläge und -material für Kraftwagen, Großhandel";"46.72.0"
"Bremsbeläge und -material für Kraftwagen, Großhandelsvermittlung";"46.18.2"
"Bremsen, elektromagnetische, Großhandel";"46.64.6"
"Bremsen, elektromagnetische, Handelsvermittlung";"46.14.9"
"Bremsendienst und -reparatur für Kraftwagen mit einem Gesamtgewicht von 3,5t oder weniger";"95.31.3"
"Bremsendienst und -reparatur für Kraftwagen mit einem Gesamtgewicht von mehr als 3,5t";"95.31.4"
"Bremsen für Fahrräder, Großhandel";"46.49.2"
"Bremsen für Fahrräder, Handelsvermittlung";"46.18.9"
"Bremsen für Fahrräder, Herstellung";"30.92.0"
"Bremsen für Fahrräder und E-Bikes, Einzelhandel";"47.63.1"
"Bremsen für Fahrräder und E-Bikes, Großhandel";"46.49.2"
"Bremsen für Krafträder, Einzelhandel";"47.83.0"
"Bremsen für Krafträder, Großhandel";"46.73.0"
"Bremsen für Krafträder, Großhandelsvermittlung von Krafträdern";"46.18.3"
"Bremsen für Krafträder, Herstellung";"30.91.0"
"Bremsen für Krafträder, Reparatur und Instandhaltung";"95.32.0"
"Bremsen für Kraftwagen, Einzelhandel";"47.82.0"
"Bremsen für Kraftwagen, Großhandel";"46.72.0"
"Bremsen für Kraftwagen, Großhandelsvermittlung";"46.18.2"
"Bremsen für Kraftwagen, Herstellung";"29.32.0"
"Bremsen für Schienenfahrzeuge, Großhandel";"46.64.3"
"Bremsen für Schienenfahrzeuge, Handelsvermittlung";"46.14.9"
"Bremsen für Schienenfahrzeuge, Herstellung";"30.20.1"
"Bremsenprüfstände für Kraftfahrzeuge, Großhandel";"46.64.6"
"Bremsenprüfstände für Kraftfahrzeuge, Handelsvermittlung";"46.14.9"
"Bremsflüssigkeit, Großhandel";"46.85.0"
"Bremsflüssigkeit, Herstellung";"20.59.9"
